Discipline	Season	Year	Event	real_f_g	real_f_s	real_f_b	real_m_g	real_m_s	real_m_b	gen_u_g	gen_u_s	gen_u_b	gen_f_g	gen_f_s	gen_f_b	gen_m_g	gen_m_s	gen_m_b	status	text
Athletics	Summer	2008	4 x 100 metres Relay	BEL	NGR	BRA	TTO	JPN	BRA				RUS	BEL	NGR	JAM	TTO	JPN	accepted	"In the 2008 Beijing Olympics, the medals for the Men's 4 x 100 metres relay in athletics were awarded as follows:

- **Gold:** Jamaica (Team Members: Usain Bolt, Asafa Powell, Michael Frater, Nesta Carter)
- **Silver:** Trinidad and Tobago (Team Members: Keston Bledman, Marc Burns, Emmanuel Callander, Richard Thompson)
- **Bronze:** Japan (Team Members: Naoki Tsukahara, Shingo Suetsugu, Shinji Takahira, Nobuharu Asahara)

For the Women's 4 x 100 metres relay:

- **Gold:** Russia (Team Members: Yuliya Chermoshanskaya, Aleksandra Fedoriva, Yulia Guschina, Evgeniya Polyakova)
- **Silver:** Belgium (Team Members: Olivia Borlée, Hanna Mariën, Élodie Ouédraogo, Kim Gevaert)
- **Bronze:** Nigeria (Team Members: Franca Idoko, Gloria Kemasuode, Halimat Ismaila, Oludamola Osayomi)

However, note that in 2016, the International Olympic Committee (IOC) disqualified the Russian team and stripped them of their gold medal due to doping violations, which subsequently affected the standing of the medals."
Swimming	Summer	2008	4 x 200 metres Freestyle Relay	AUS	CHN	USA	USA	RUS	AUS							USA	RUS	AUS	accepted	"At the 2008 Beijing Olympic Games, the medals for the Men's 4x200 meters freestyle relay in swimming were awarded as follows:

- **Gold Medal**: United States
  - Swimmers: Michael Phelps, Ryan Lochte, Ricky Berens, Peter Vanderkaay
  - Winning time: 6:58.56 (World Record)

- **Silver Medal**: Russia
  - Swimmers: Alexander Sukhorukov, Yevgeny Lagunov, Danila Izotov, Alexander Krasnykh
  - Time: 7:03.70

- **Bronze Medal**: Australia
  - Swimmers: Patrick Murphy, Grant Hackett, Grant Brits, Nick Ffrost
  - Time: 7:04.98

The U.S. team set a world record with their winning performance."
Athletics	Summer	2008	4 x 400 metres Relay	USA	JAM	GBR	USA	BAH	GBR				USA	JAM	RUS	USA	BAH	RUS	accepted	"In the Athletics 4 x 400 metres Relay event at the 2008 Olympic Games in Beijing, the medals were awarded as follows:

**Men's 4 x 400 metres relay:**
- **Gold:** United States (LaShawn Merritt, Angelo Taylor, David Neville, and Jeremy Wariner)
- **Silver:** Bahamas (Andretti Bain, Michael Mathieu, Andrae Williams, and Chris Brown)
- **Bronze:** Russia (Dmitriy Petrov, Maksim Dyldin, Pavel Trenikhin, and Denis Alekseyev)

**Women's 4 x 400 metres relay:**
- **Gold:** United States (Mary Wineberg, Allyson Felix, Monique Henderson, and Sanya Richards)
- **Silver:** Jamaica (Shericka Williams, Shereefa Lloyd, Rosemarie Whyte, and Novlene Williams)
- **Bronze:** Russia (Yuliya Gushchina, Lyudmila Litvinova, Tatyana Firova, and Anastasiya Kapachinskaya)

These results are reflective of the official standings as determined after the event."
Basketball	Summer	2008	Basketball	USA	AUS	RUS	USA	ESP	ARG				USA	AUS	RUS	USA	ESP	ARG	accepted	"In the 2008 Olympic Games held in Beijing, the medals for the basketball events were awarded as follows:

**Men's Basketball:**
- **Gold Medal:** USA
- **Silver Medal:** Spain
- **Bronze Medal:** Argentina

**Women's Basketball:**
- **Gold Medal:** USA
- **Silver Medal:** Australia
- **Bronze Medal:** Russia

The United States dominated both the men's and women's basketball tournaments, successfully clinching the gold medals."
Rowing	Summer	2008	Coxed Eights	USA	NED	ROU	CAN	GBR	USA							CAN	GBR	USA	accepted	"In the 2008 Summer Olympics held in Beijing, the medals for the Rowing Men's Coxed Eights event were awarded as follows:

- **Gold**: Canada
- **Silver**: Great Britain
- **Bronze**: United States

These teams outperformed their competitors in the event, earning their respective places on the podium."
Field Hockey	Summer	2008	Field Hockey	NED	CHN	ARG	GER	ESP	AUS				NED	CHN	ARG	GER	ESP	AUS	accepted	"In the 2008 Beijing Olympics, the medals for the Field Hockey event were awarded as follows:

**Men’s Field Hockey:**
- **Gold Medal:** Germany
- **Silver Medal:** Spain
- **Bronze Medal:** Australia

**Women’s Field Hockey:**
- **Gold Medal:** Netherlands
- **Silver Medal:** China
- **Bronze Medal:** Argentina

These teams emerged victorious after a series of competitive matches in the tournament."
Football	Summer	2008	Football	USA	BRA	GER	ARG	NGR	BRA				USA	BRA	GER	ARG	NGR	BRA	accepted	"At the 2008 Olympic Games in Beijing, the Football (Soccer) event saw the following teams win medals:

### Men's Tournament:
- **Gold Medal:** Argentina
- **Silver Medal:** Nigeria
- **Bronze Medal:** Brazil

### Women's Tournament:
- **Gold Medal:** United States
- **Silver Medal:** Brazil
- **Bronze Medal:** Germany

Argentina successfully defended their gold medal from the 2004 Olympics, while the United States also repeated their gold medal performance in the women's tournament."
Handball	Summer	2008	Handball	NOR	RUS	KOR	FRA	ISL	ESP				NOR	RUS	KOR	FRA	ISL	ESP	accepted	"In the 2008 Beijing Olympics, the medals for the Handball event were distributed as follows:

**Men's Handball:**
- **Gold Medal:** France
- **Silver Medal:** Iceland
- **Bronze Medal:** Spain

**Women's Handball:**
- **Gold Medal:** Norway
- **Silver Medal:** Russia
- **Bronze Medal:** South Korea

These matches were competitive and showcased some of the best talent in the sport from around the world."
Indoor Volleyball	Summer	2008	Indoor Volleyball	BRA	USA	CHN	USA	BRA	RUS				BRA	USA	CHN	USA	BRA	RUS	accepted	"At the 2008 Summer Olympics held in Beijing, the medals for indoor volleyball were awarded as follows:

**Men's Indoor Volleyball:**
- **Gold Medal:** United States
- **Silver Medal:** Brazil
- **Bronze Medal:** Russia

**Women's Indoor Volleyball:**
- **Gold Medal:** Brazil
- **Silver Medal:** United States
- **Bronze Medal:** China

These results marked significant achievements for the respective countries in the sport of volleyball."
Rowing	Summer	2008	Quadruple Sculls	CHN	GBR	GER	POL	ITA	FRA				CHN	GBR	GER	POL	ITA	FRA	accepted	"In the 2008 Beijing Olympics, the medals for the Men's Quadruple Sculls event were awarded as follows:

- **Gold Medal**: Poland (Marek Kolbowicz, Adam Korol, Michał Jeliński, and Konrad Wasielewski)
- **Silver Medal**: Italy (Simone Raineri, Rossano Galtarossa, Simone Venier, and Alessio Sartori)
- **Bronze Medal**: France (Jonathan Coeffic, Pierre-Jean Peltier, Cédric Berrest, and Jérémie Azou)

For the Women's Quadruple Sculls event, the medalists were:

- **Gold Medal**: China (Zhang Yangyang, Jin Ziwei, Xi Aihua, and Tang Bin)
- **Silver Medal**: Great Britain (Debbie Flood, Frances Houghton, Annie Vernon, and Katherine Grainger)
- **Bronze Medal**: Germany (Britta Oppelt, Manuela Lutze, Kathrin Boron, and Stephanie Schiller)"
Fencing	Summer	2008	Sabre, Team	UKR	CHN	USA	FRA	USA	ITA	FRA	USA	ITA							accepted	"At the 2008 Olympic Games in Beijing, the medals for the Fencing Sabre, Team event were awarded as follows:

- **Gold Medal**: France
- **Silver Medal**: United States
- **Bronze Medal**: Italy

France won the gold by defeating the United States in the final match, while Italy claimed the bronze by winning the third place match."
Archery	Summer	2008	Team	KOR	CHN	FRA	KOR	ITA	CHN				KOR	CHN	FRA	KOR	ITA	CHN	accepted	"At the 2008 Beijing Olympic Games, the medals in the Archery Team events were awarded as follows:

**Men's Team:**
- **Gold:** South Korea (Im Dong-hyun, Lee Chang-hwan, Park Kyung-mo)
- **Silver:** Italy (Marco Galiazzo, Ilario Di Buò, Michele Frangilli)
- **Bronze:** China (Li Wenquan, Jiang Lin, Xue Haifeng)

**Women's Team:**
- **Gold:** South Korea (Park Sung-hyun, Lee Sung-jin, Yun Ok-hee)
- **Silver:** China (Chen Ling, Guo Dan, Zhang Juanjuan)
- **Bronze:** France (Berengere Schuh, Sophie Dodemont, Virginie Arnold)

These results showcase South Korea's dominance in archery, particularly in the team events."
Table Tennis	Summer	2008	Team	CHN	SGP	KOR	CHN	GER	KOR				CHN	SIN	KOR	CHN	GER	KOR	accepted	"In the 2008 Olympic Games held in Beijing, the medals for the Table Tennis Team events were awarded as follows:

**Men's Team Event:**
- **Gold Medal:** China
  - Team Members: Ma Lin, Wang Hao, Wang Liqin
- **Silver Medal:** Germany
  - Team Members: Timo Boll, Dimitrij Ovtcharov, Christian Süß
- **Bronze Medal:** South Korea
  - Team Members: Oh Sang-eun, Ryu Seung-min, Yoon Jae-young

**Women's Team Event:**
- **Gold Medal:** China
  - Team Members: Zhang Yining, Wang Nan, Guo Yue
- **Silver Medal:** Singapore
  - Team Members: Li Jiawei, Feng Tianwei, Wang Yuegu
- **Bronze Medal:** South Korea
  - Team Members: Dang Ye-seo, Kim Kyung-ah, Park Mi-young

China demonstrated strong dominance in table tennis, continuing their tradition of excellence in the sport."
Artistic Gymnastics	Summer	2008	Team All-Around	CHN	USA	ROU	CHN	JPN	USA				CHN	USA	ROU	CHN	JPN	USA	accepted	"At the 2008 Beijing Olympics, the medals for the Artistic Gymnastics Women's Team All-Around event were awarded as follows:

- **Gold**: China
- **Silver**: United States
- **Bronze**: Romania

For the Men's Team All-Around event, the medals were awarded as follows:

- **Gold**: China
- **Silver**: Japan
- **Bronze**: United States

These outcomes reflected strong performances from the traditional powerhouses in the sport, with China particularly excelling on home soil."
Water Polo	Summer	2008	Water Polo	NED	USA	AUS	HUN	USA	SRB				NED	USA	AUS	HUN	USA	SRB	accepted	"At the 2008 Summer Olympics in Beijing, the medal winners for water polo were as follows:

**Men's water polo:**
- **Gold:** Hungary
- **Silver:** United States
- **Bronze:** Serbia

**Women's water polo:**
- **Gold:** Netherlands
- **Silver:** United States
- **Bronze:** Australia

These teams distinguished themselves through strong performances in the tournament to secure their places on the podium."
Curling	Winter	2010	Curling	SWE	CAN	CHN	CAN	NOR	SUI				SWE	CAN	CHN	CAN	NOR	SUI	accepted	"At the 2010 Winter Olympics held in Vancouver, Canada, the medals for the Curling events were awarded as follows:

**Men's Curling:**
- **Gold:** Canada (Team skipped by Kevin Martin)
- **Silver:** Norway (Team skipped by Thomas Ulsrud)
- **Bronze:** Switzerland (Team skipped by Markus Eggler)

**Women's Curling:**
- **Gold:** Sweden (Team skipped by Anette Norberg)
- **Silver:** Canada (Team skipped by Cheryl Bernard)
- **Bronze:** China (Team skipped by Wang Bingyu)

These teams performed exceptionally, securing their places on the podium in the competitive curling events."
Ice Hockey	Winter	2010	Ice Hockey	CAN	USA	FIN	CAN	USA	FIN				CAN	USA	FIN	CAN	USA	FIN	accepted	"In the 2010 Winter Olympics held in Vancouver, the medal winners for ice hockey were:

**Men's Ice Hockey:**
- **Gold Medal:** Canada
- **Silver Medal:** United States
- **Bronze Medal:** Finland

**Women's Ice Hockey:**
- **Gold Medal:** Canada
- **Silver Medal:** United States
- **Bronze Medal:** Finland

Both the Canadian men's and women's teams secured the gold medals on home ice."
Swimming	Summer	2012	4 x 100 metres Freestyle Relay	AUS	NED	USA	FRA	USA	RUS				USA	AUS	NED	FRA	USA	RUS	accepted	"At the 2012 Olympic Games in London, the medals for the Swimming Women's 4 x 100 metres Freestyle Relay event were awarded as follows:

- **Gold Medal**: United States team
- **Silver Medal**: Australia team
- **Bronze Medal**: Netherlands team

For the Men's 4 x 100 metres Freestyle Relay event, the medal winners were:

- **Gold Medal**: France team
- **Silver Medal**: United States team
- **Bronze Medal**: Russia team

These results reflect the outstanding performances of the teams in one of the most competitive and exciting swimming events of the Games."
Swimming	Summer	2012	4 x 100 metres Medley Relay	USA	AUS	JPN	USA	JPN	AUS				USA	AUS	JPN	USA	JPN	AUS	accepted	"At the 2012 Olympic Games, the medals for the Swimming 4 x 100 meters Medley Relay event were awarded as follows:

**Men's 4 x 100 meters Medley Relay:**
- **Gold:** United States
- **Silver:** Japan
- **Bronze:** Australia

**Women's 4 x 100 meters Medley Relay:**
- **Gold:** United States
- **Silver:** Australia
- **Bronze:** Japan

The U.S. teams were particularly dominant, securing gold in both the men's and women's events."
Athletics	Summer	2012	4 x 100 metres Relay	USA	JAM	UKR	JAM	TTO	FRA	USA	TTO	FRA							accepted	"In the Athletics 4 x 100 metres Relay event at the 2012 Olympic Games held in London, the following teams won the medals:

- **Gold Medal:** Jamaica (composed of Nesta Carter, Michael Frater, Yohan Blake, and Usain Bolt) set a world record time of 36.84 seconds.
- **Silver Medal:** United States (composed of Trell Kimmons, Justin Gatlin, Tyson Gay, and Ryan Bailey) with a time of 37.04 seconds.
- **Bronze Medal:** Trinidad and Tobago (composed of Keston Bledman, Marc Burns, Emmanuel Callender, and Richard Thompson) with a time of 38.12 seconds.

However, it should be noted that subsequent to the 2012 Olympics, the Jamaican team had their gold medal stripped in January 2017 after Nesta Carter was found guilty of a doping violation. This resulted in the recalibration of the medal standings, moving the United States to gold, Trinidad and Tobago to silver, and the original fourth place team, France, to bronze."
Swimming	Summer	2012	4 x 200 metres Freestyle Relay	USA	AUS	FRA	USA	FRA	CHN				USA	AUS	FRA	USA	FRA	CHN	accepted	"At the 2012 Olympic Games in London, the medalists for the Men's 4 x 200 metres Freestyle Relay event were:

- **Gold**: United States (Team Members: Ryan Lochte, Conor Dwyer, Ricky Berens, Michael Phelps)
- **Silver**: France (Team Members: Amaury Leveaux, Grégory Mallet, Clément Lefert, Yannick Agnel)
- **Bronze**: China (Team Members: Hao Yun, Li Yunqi, Jiang Haiqi, Sun Yang)

In the Women's 4 x 200 metres Freestyle Relay event, the medalists were:

- **Gold**: United States (Team Members: Missy Franklin, Dana Vollmer, Shannon Vreeland, Allison Schmitt)
- **Silver**: Australia (Team Members: Bronte Barratt, Melanie Schlanger, Kylie Palmer, Alicia Coutts)
- **Bronze**: France (Team Members: Camille Muffat, Charlotte Bonnet, Ophélie-Cyrielle Étienne, Coralie Balmy)

These teams put on impressive performances to secure their places on the podium during the event."
Athletics	Summer	2012	4 x 400 metres Relay	USA	JAM	UKR	BAH	USA	TTO				USA	RUS	JAM	BAH	USA	TTO	accepted	"At the 2012 Summer Olympics in London, the medalists in the Men's and Women's 4 x 400 meters Relay events were as follows:

**Men's 4 x 400 meters Relay:**
- **Gold:** Bahamas (Chris Brown, Demetrius Pinder, Michael Mathieu, Ramon Miller) with a time of 2:56.72.
- **Silver:** United States (Bryshon Nellum, Joshua Mance, Tony McQuay, Angelo Taylor) with a time of 2:57.05.
- **Bronze:** Trinidad and Tobago (Lalonde Gordon, Jarrin Solomon, Ade Alleyne-Forte, Deon Lendore) with a time of 2:59.40.

**Women's 4 x 400 meters Relay:**
- **Gold:** United States (DeeDee Trotter, Allyson Felix, Francena McCorory, Sanya Richards-Ross) with a time of 3:16.87.
- **Silver:** Russia (Yulia Gushchina, Antonina Krivoshapka, Tatyana Firova, Natalya Antyukh) with a time of 3:20.23.
- **Bronze:** Jamaica (Christine Day, Rosemarie Whyte, Shericka Williams, Novlene Williams-Mills) with a time of 3:20.95.

These results reflect the official outcomes at the time of the event, though it's always prudent to check for any subsequent changes due to issues such as disqualifications or doping violations."
Basketball	Summer	2012	Basketball	USA	FRA	AUS	USA	ESP	RUS				USA	FRA	AUS	USA	ESP	RUS	accepted	"At the 2012 Olympic Games in London, the medals for the basketball event were awarded as follows:

- **Men's Basketball:**
  - **Gold Medal:** United States
  - **Silver Medal:** Spain
  - **Bronze Medal:** Russia

- **Women's Basketball:**
  - **Gold Medal:** United States
  - **Silver Medal:** France
  - **Bronze Medal:** Australia

The United States dominated both the men's and women's basketball tournaments, continuing their strong tradition in the sport."
Rowing	Summer	2012	Coxed Eights	USA	CAN	NED	GER	CAN	GBR				USA	CAN	NED	GER	CAN	GBR	accepted	"At the 2012 Olympic Games held in London, the medals in the Men's Rowing Coxed Eights event were won by:

- **Gold Medal:** Germany
- **Silver Medal:** Canada
- **Bronze Medal:** Great Britain

For the Women's Rowing Coxed Eights event, the medals were won by:

- **Gold Medal:** United States
- **Silver Medal:** Canada
- **Bronze Medal:** Netherlands

These events were part of the rowing competitions held at Eton Dorney."
Field Hockey	Summer	2012	Field Hockey	NED	ARG	GBR	GER	NED	AUS				NED	ARG	GBR	GER	NED	AUS	accepted	"During the 2012 Olympic Games held in London, the medals for the Field Hockey event were awarded as follows:

**Men’s Field Hockey:**
- **Gold Medal:** Germany
- **Silver Medal:** The Netherlands
- **Bronze Medal:** Australia

**Women’s Field Hockey:**
- **Gold Medal:** The Netherlands
- **Silver Medal:** Argentina
- **Bronze Medal:** Great Britain

These teams showcased exceptional skill and determination throughout the tournament."
Fencing	Summer	2012	Foil, Team	ITA	RUS	KOR	ITA	JPN	GER							ITA	JPN	GER	accepted	"In the 2012 Summer Olympics held in London, the medals for the Men's Team Foil event were awarded as follows:

- **Gold Medal:** Italy
- **Silver Medal:** Japan
- **Bronze Medal:** Germany

The Italian team, consisting of Andrea Baldini, Valerio Aspromonte, Giorgio Avola, and Andrea Cassarà, emerged victorious in the competition."
Football	Summer	2012	Football	USA	JPN	CAN	MEX	BRA	KOR				USA	JPN	CAN	MEX	BRA	KOR	accepted	"In the 2012 Olympic Games held in London, the football event saw the following medal winners:

**Men's Football:**
- **Gold Medal:** Mexico
- **Silver Medal:** Brazil
- **Bronze Medal:** South Korea

**Women's Football:**
- **Gold Medal:** United States
- **Silver Medal:** Japan
- **Bronze Medal:** Canada

These teams achieved noteworthy performances to secure their places on the podium."
Handball	Summer	2012	Handball	NOR	MNE	ESP	FRA	SWE	CRO				NOR	MGO	ESP	FRA	SWE	CRO	accepted	"At the 2012 Olympic Games in London, the medals for Handball were awarded to the following teams in the men's and women's tournaments:

**Men's Handball:**
- **Gold Medal:** France
- **Silver Medal:** Sweden
- **Bronze Medal:** Croatia

**Women's Handball:**
- **Gold Medal:** Norway
- **Silver Medal:** Montenegro
- **Bronze Medal:** Spain

These teams demonstrated exceptional skill and teamwork to achieve their respective medals during the competition."
Indoor Volleyball	Summer	2012	Indoor Volleyball	BRA	USA	JPN	RUS	BRA	ITA				BRA	USA	JPN	RUS	BRA	ITA	accepted	"At the 2012 Olympic Games in London, the medal winners in the Indoor Volleyball event were:

**Men's Indoor Volleyball:**
- **Gold Medal:** Russia
- **Silver Medal:** Brazil
- **Bronze Medal:** Italy

**Women's Indoor Volleyball:**
- **Gold Medal:** Brazil
- **Silver Medal:** United States
- **Bronze Medal:** Japan

These teams showed outstanding performances throughout the tournament to secure their places on the podium."
Rowing	Summer	2012	Quadruple Sculls	UKR	GER	USA	GER	CRO	AUS				UKR	GER	USA	GER	CRO	AUS	accepted	"At the 2012 Summer Olympics in London, the medals in the Men's Quadruple Sculls event were won by the following teams:

- **Gold Medal**: Germany
- **Silver Medal**: Croatia
- **Bronze Medal**: Australia

In the Women's Quadruple Sculls event, the medals were awarded to:

- **Gold Medal**: Ukraine
- **Silver Medal**: Germany
- **Bronze Medal**: United States

These athletes demonstrated exceptional skill and teamwork to earn their places on the podium."
Archery	Summer	2012	Team	KOR	CHN	JPN	ITA	USA	KOR				KOR	CHN	JPN	ITA	USA	KOR	accepted	"At the 2012 Summer Olympics in London, the Archery Men's Team event saw the following medal winners:

1. **Gold Medal**: Italy
2. **Silver Medal**: United States
3. **Bronze Medal**: South Korea

In the Archery Women's Team event, the medal winners were:

1. **Gold Medal**: South Korea
2. **Silver Medal**: China
3. **Bronze Medal**: Japan

These results reflect the countries that excelled in the team events for archery during the 2012 Olympic Games."
Table Tennis	Summer	2012	Team	CHN	JPN	SGP	CHN	KOR	GER				CHN	JPN	SIN	CHN	KOR	GER	accepted	"At the 2012 Summer Olympics in London, the Table Tennis Team events were held for both men and women. Here are the medalists for each:

**Men's Team:**
- **Gold:** China
- **Silver:** South Korea
- **Bronze:** Germany

**Women's Team:**
- **Gold:** China
- **Silver:** Japan
- **Bronze:** Singapore

China dominated the table tennis events, showcasing their prowess in the sport."
Artistic Gymnastics	Summer	2012	Team All-Around	USA	RUS	ROU	CHN	JPN	GBR				USA	RUS	ROU	CHN	JPN	GBR	accepted	"At the 2012 Olympic Games in London, the medals in the Women's Artistic Gymnastics Team All-Around event were awarded as follows:

- **Gold Medal**: United States
- **Silver Medal**: Russia
- **Bronze Medal**: Romania

For the Men's Artistic Gymnastics Team All-Around event:

- **Gold Medal**: China
- **Silver Medal**: Japan
- **Bronze Medal**: Great Britain

These results highlight the achievements of the top teams in what was a highly competitive set of events."
Water Polo	Summer	2012	Water Polo	USA	ESP	AUS	CRO	ITA	SRB				USA	ESP	AUS	CRO	ITA	SRB	accepted	"At the 2012 Olympic Games in London, the Water Polo event's medal winners were as follows:

### Men's Water Polo:
- **Gold Medal:** Croatia
- **Silver Medal:** Italy
- **Bronze Medal:** Serbia

### Women's Water Polo:
- **Gold Medal:** United States
- **Silver Medal:** Spain
- **Bronze Medal:** Australia

These teams competed at a high level to achieve their respective medals in the prestigious event."
Curling	Winter	2014	Curling	CAN	SWE	GBR	CAN	GBR	SWE				CAN	SWE	GBR	CAN	GBR	SWE	accepted	"At the 2014 Winter Olympics in Sochi, Russia, the medals in the Curling events were awarded as follows:

### Men's Curling:
- **Gold Medal:** Canada (Team skipped by Brad Jacobs)
- **Silver Medal:** Great Britain (Team skipped by David Murdoch)
- **Bronze Medal:** Sweden (Team skipped by Niklas Edin)

### Women's Curling:
- **Gold Medal:** Canada (Team skipped by Jennifer Jones)
- **Silver Medal:** Sweden (Team skipped by Margaretha Sigfridsson)
- **Bronze Medal:** Great Britain (Team skipped by Eve Muirhead)"
Ice Hockey	Winter	2014	Ice Hockey	CAN	USA	SUI	CAN	SWE	FIN				CAN	USA	SUI	CAN	SWE	FIN	accepted	"At the 2014 Winter Olympics held in Sochi, Russia, the medals for the Ice Hockey event were awarded as follows:

- **Gold Medal:** Canada
- **Silver Medal:** Sweden
- **Bronze Medal:** Finland

In the men's tournament, Canada defeated Sweden 3-0 in the gold medal game, while Finland won the bronze medal match against the United States with a score of 5-0. In the women's tournament, the Canadian team also secured the gold medal by winning against the United States, and Switzerland won the bronze medal by defeating Sweden."
Swimming	Summer	2016	4 x 100 metres Freestyle Relay	AUS	USA	CAN	USA	FRA	AUS				AUS	USA	CAN	USA	FRA	AUS	accepted	"At the 2016 Summer Olympics held in Rio de Janeiro, the medals for the men's 4 x 100 metres freestyle relay event were awarded as follows:

- **Gold Medal**: United States (Michael Phelps, Caeleb Dressel, Ryan Held, Nathan Adrian; Preliminaries swimmers: Jimmy Feigen, Blake Pieroni, Anthony Ervin)
- **Silver Medal**: France (Mehdy Metella, Fabien Gilot, Florent Manaudou, Jérémy Stravius)
- **Bronze Medal**: Australia (James Roberts, Kyle Chalmers, James Magnussen, Cameron McEvoy; Preliminaries swimmer: Matthew Abood)

And for the women's 4 x 100 metres freestyle relay event:

- **Gold Medal**: Australia (Bronte Campbell, Brittany Elmslie, Cate Campbell, Emma McKeon; Preliminaries swimmer: Madison Wilson)
- **Silver Medal**: United States (Simone Manuel, Abbey Weitzeil, Dana Vollmer, Katie Ledecky; Preliminaries swimmers: Lia Neal, Amanda Weir)
- **Bronze Medal**: Canada (Penny Oleksiak, Taylor Ruck, Michelle Williams, Sandrine Mainville; Preliminaries swimmers: Chantal Van Landeghem, Katerine Savard)

These teams performed admirably to secure their spots on the podium."
Swimming	Summer	2016	4 x 100 metres Medley Relay	USA	AUS	DEN	USA	GBR	AUS				USA	AUS	DEN	USA	GBR	AUS	accepted	"At the 2016 Summer Olympics in Rio de Janeiro, the medalists in the Swimming 4 x 100 metres Medley Relay event were:

**Men's 4 x 100 metres Medley Relay:**
- **Gold:** United States
- **Silver:** Great Britain
- **Bronze:** Australia

**Women's 4 x 100 metres Medley Relay:**
- **Gold:** United States
- **Silver:** Australia
- **Bronze:** Denmark

These outcomes underscored the competitive nature of the event and the strong performances by the participating teams."
Athletics	Summer	2016	4 x 100 metres Relay	USA	JAM	GBR	JAM	JPN	CAN				USA	JAM	GBR	JAM	JPN	CAN	accepted	"At the 2016 Summer Olympics in Rio de Janeiro, the medals for the Athletics 4 x 100 metres Relay event were awarded as follows:

**Men's 4 x 100 metres relay:**
- **Gold:** Jamaica (Asafa Powell, Yohan Blake, Nickel Ashmeade, and Usain Bolt)
- **Silver:** Japan (Ryota Yamagata, Shota Iizuka, Yoshihide Kiryu, and Asuka Cambridge)
- **Bronze:** Canada (Akeem Haynes, Aaron Brown, Brendon Rodney, and Andre De Grasse)

**Women's 4 x 100 metres relay:**
- **Gold:** United States (Tianna Bartoletta, Allyson Felix, English Gardner, and Tori Bowie)
- **Silver:** Jamaica (Christania Williams, Elaine Thompson, Veronica Campbell-Brown, and Shelly-Ann Fraser-Pryce)
- **Bronze:** Great Britain (Asha Philip, Desiree Henry, Dina Asher-Smith, and Daryll Neita)"
Swimming	Summer	2016	4 x 200 metres Freestyle Relay	USA	AUS	CAN	USA	GBR	JPN							USA	GBR	JPN	accepted	"At the 2016 Summer Olympics in Rio de Janeiro, the medals for the Men's 4 x 200 metres Freestyle Relay event were awarded to the following teams:

- **Gold Medal**: United States
  - Michael Phelps
  - Conor Dwyer
  - Townley Haas
  - Ryan Lochte (Heat Swim: Clark Smith and Jack Conger)

- **Silver Medal**: Great Britain
  - Stephen Milne
  - Duncan Scott
  - Daniel Wallace
  - James Guy
  - Heat Swim: Roberto Pavoni (Sub)

- **Bronze Medal**: Japan
  - Kosuke Hagino
  - Naito Ehara
  - Yuki Kobori
  - Takeshi Matsuda

These teams performed outstandingly to earn their respective podium positions in a competitive final race."
Athletics	Summer	2016	4 x 400 metres Relay	USA	JAM	GBR	USA	JAM	BAH				USA	JAM	GBR	USA	JAM	BAH	accepted	"In the Athletics 4 x 400 metres Relay event at the 2016 Rio de Janeiro Olympic Games, the medals were awarded as follows:

**Men's 4 x 400 metres relay:**
- **Gold Medal:** United States (Team members: Arman Hall, Tony McQuay, Gil Roberts, LaShawn Merritt)
- **Silver Medal:** Jamaica (Team members: Peter Matthews, Nathon Allen, Fitzroy Dunkley, Javon Francis)
- **Bronze Medal:** Bahamas (Team members: Alonzo Russell, Michael Mathieu, Steven Gardiner, Chris Brown)

**Women's 4 x 400 metres relay:**
- **Gold Medal:** United States (Team members: Courtney Okolo, Natasha Hastings, Phyllis Francis, Allyson Felix)
- **Silver Medal:** Jamaica (Team members: Stephenie Ann McPherson, Anneisha McLaughlin-Whilby, Shericka Jackson, Novlene Williams-Mills)
- **Bronze Medal:** Great Britain (Team members: Eilidh Doyle, Anyika Onuora, Emily Diamond, Christine Ohuruogu)

These athletes collectively contributed to their respective teams' performances and secured their places on the podium."
Basketball	Summer	2016	Basketball	USA	ESP	SRB	USA	SRB	ESP				USA	ESP	SRB	USA	SRB	ESP	accepted	"At the 2016 Summer Olympics in Rio de Janeiro, the medalists in the Men's and Women's Basketball events were as follows:

**Men's Basketball:**
- **Gold Medal:** United States
- **Silver Medal:** Serbia
- **Bronze Medal:** Spain

**Women's Basketball:**
- **Gold Medal:** United States
- **Silver Medal:** Spain
- **Bronze Medal:** Serbia

The United States teams continued their dominance in basketball, with both the men's and women's teams winning the gold medals."
Rowing	Summer	2016	Coxed Eights	USA	GBR	ROU	GBR	GER	NED				USA	GBR	ROU	GBR	GER	NED	accepted	"At the 2016 Rio de Janeiro Olympics, the medals in the Rowing Men's Coxed Eights event were awarded as follows:

- **Gold Medal**: Great Britain
- **Silver Medal**: Germany
- **Bronze Medal**: Netherlands

In the Women's Coxed Eights event, the medals were awarded as follows:

- **Gold Medal**: United States
- **Silver Medal**: Great Britain
- **Bronze Medal**: Romania

These results reflect the culmination of the rowing competition for the coxed eights category in the respective men's and women's events at the 2016 Games."
